;base_value;screen_on;voltage;battery_level;up_time;usage;network_status_disconnected;temperature;system_size_partition_busy;network_status_WIFI;screen_brightness;ram_busy_percent;whatsapp_0;user_storage_busy_percent;com.google.android.googlequicksearchbox:interactor_0;youtube_1;network_status_hspap;com.facebook.lite:fbns_0;messenger_0;google play store_1;com.sec.spp.push:remotedlcprocess_0;bluetooth share_1;network_status_0;location_enabled;power_saver_enabled;google play music_1;network_status_disconnecting;fused location_1;com.instagram.android:mqtt_0;google play services_1;shareit_0;com.facebook.orca:videoplayer_0;network_status_lte;samsung push service_1;beaconmanager_1;com.facebook.katana:videoplayer_0;network_status_hsupa;google play música_1;com.samsung.android.email.provider:service_0;layanan google play_1;network_status_edge;network_status_utms;google backup transport_1;lite_0;com.android.chrome:privileged_process0_0;com.instagram.android:videoplayer_0;com.lenovo.anyshare.gps:transfer_0;roaming_enabled;com.sec.phone_1;ims service_1;developer_mode;com.google.android.googlequicksearchbox:search_0;network_status_gprs;health_Good;secvideoengineservice_1;org.simalliance.openmobileapi.service:remote_0;network_status_hsdpa;com.android.systemui.recents_0;nfc_enabled;battery double_0;bluetooth_enabled;health_Unspecifiedfailure;bootagent_1;os_version_6.0.1;battery analytics_0;csc_1;system ui_1;health_Unknown;com.google.android.gms.persistent_0;com.facebook.katana:notification_0;os_version_5.1.1;os_version_7.1.2;network_status_19;network_status_hspa;batteryhub_0;com.android.smspush_1;com.qualcomm.qcrilmsgtunnel_1;android services library_1;com.qualcomm.qti.tetherservice_1;facebook_0;os_version_5.1;os_version_6.0;os_version_4.2.2;os_version_4.4.2;os_version_4.3;os_version_5.0.1;os_version_5.0.2;bluetooth_1;context service_1;com.android.systemui.imagewallpaper_0;os_version_7;network_status_1xrtt;network_status_connecting;network_status_ehrpd;com.qualcomm.atfwd_1;health_Overheat;network_status_evdo_a;os_version_4.4.4;network_status_30;os_version_10.1.2;os_version_5;os_version_6;network_status_16;os_version_4.1.2;os_version_7.1.1;health_Overvoltage;os_version_4.1.1;os_version_9.0.1;network_status_17;os_version_7.1;os_version_5.0
SM-J700F;125.2524;0.4681883752346039;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;;0.0;;;;;0.0;;;;;;;;0.0;0.0;0.0;;;;;;;;;0.0;;;;;;;;;0.0;;;
VS501;100.51486;0.0;0.15325884521007538;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;;;0.0;;;;;;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;0.0;;0.0;;;;;0.0;0.0;0.0;;;;0.0;;0.0;;;0.0;;;;0.0;;;0.0;0.0;0.0;0.0;;;;;;;;0.0;;;0.0;;;;0.0;;;;;;;;;;;;;;;;
GT-I8200;100.996284;1.07646906375885;0.019020771607756615;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;;;0.0;;0.0;0.0;0.0;0.0;;0.0;;;0.0;;0.0;;;;;0.0;;;;;;0.0;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM-J111F;289.69955;61.48397445678711;19.496204376220703;15.979896545410156;10.790484428405762;16.266597747802734;49.34408187866211;43.7335205078125;8.282587051391602;17.289392471313477;6.659725189208984;10.981539726257324;7.553195953369141;3.378741502761841;0.0;0.7660074234008789;2.615219831466675;9.37961196899414;0.36539217829704285;0.8016153573989868;0.0;;0.24775969982147217;3.352908134460449;0.0;0.008909254334867;0.6402128338813782;0.07959923893213272;2.147803783416748;0.1488296240568161;0.9737013578414917;0.06685329228639603;0.28152942657470703;0.5382350087165833;;0.3205462694168091;0.2254723161458969;;;1.8119211196899414;0.04382120072841644;0.0;;2.5531766414642334;1.0456933975219727;2.1290481090545654;1.3799645900726318;0.054696228355169296;0.09835191071033478;;0.45163536071777344;0.88077712059021;0.012755881063640118;0.08292177319526672;;0.06647419184446335;;;0.0;0.0;0.9561247229576111;0.0;;;0.0;0.0;0.1585148274898529;0.04939354956150055;0.0;;0.0;;;;;;;;;0.0;;;;;;;;0.0;;0.018147844821214676;;;;;;;;;;;;;;;;0.0;;;0.0;;
SM-G610F;555.4301;148.98089599609375;84.40352630615234;57.955814361572266;20.069032669067383;15.851471900939941;25.2923641204834;60.81161880493164;14.468826293945312;11.534087181091309;27.905553817749023;22.861635208129883;5.654905319213867;21.194520950317383;0.0;6.317183017730713;0.5899443030357361;0.036399926990270615;23.596242904663086;2.1389718055725098;3.5546793937683105;0.0;0.12076696753501892;3.0805928707122803;1.6573954820632935;2.397799491882324;0.17592962086200714;0.579194188117981;11.999093055725098;4.0769195556640625;2.59350323677063;1.934244155883789;1.274735927581787;1.7450978755950928;1.0451151132583618;1.669437050819397;0.021485701203346252;1.3466899394989014;6.032672882080078;3.1893908977508545;0.0;0.013479061424732208;0.697552502155304;0.0;0.5733906626701355;0.198567733168602;8.627857208251953;0.0;1.5196905136108398;0.34867826104164124;0.15032091736793518;1.977859616279602;;0.0;0.0;0.0;0.013727506622672081;0.0;0.0;1.0271531343460083;4.0005645751953125;;0.0;3.6151816844940186;0.0;0.0;4.7557244300842285;0.0;;3.5724761486053467;;;;;1.15841805934906;0.0;;0.0;;;;;;;;;;0.5927627682685852;0.0;;0.0;;;;0.0;;;;;;;;;;;;;;;;
QMobile i2 PRO;54.913223;3.1665422916412354;9.088095664978027;1.0039395093917847;0.12818169593811035;3.7044336795806885;8.961061477661133;0.0;0.0;0.0;0.23165595531463623;0.9687668085098267;3.337724208831787;0.0;0.1491193175315857;0.9214937686920166;0.0;2.1076791286468506;0.0;0.9088681936264038;;0.0;0.0;0.0;0.0;0.12759195268154144;;0.0;0.0;0.0;0.0;0.0;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;1.5520161390304565;0.0;0.0;0.0;;;;;0.0;0.0;0.0;;;;;;0.0;;0.0;;;;;0.0;;0.0;;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM-G531H;139.60031;0.269008994102478;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;;0.0;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;;;;;;0.0;;;;;;;;0.0;;0.0;;;;;;;;;;;;;;;;0.0;;;;;
GT-I9192;34.967293;0.9109632968902588;13.48869514465332;0.9862477779388428;0.00220107170753181;0.08697076141834259;0.0;0.09422694891691208;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1848917007446289;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;;0.0;;0.0;;;;;0.0;0.0;0.0;;;;0.0;;;0.0;0.0;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;
MS45S;66.89933;5.824840545654297;11.089422225952148;3.0338830947875977;0.354710191488266;2.170825481414795;0.0;0.0;0.0;0.0;0.0;0.0;0.5441018342971802;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;;;0.0;0.0;0.0;0.0;;;;0.0;;0.0;;;;0.0;;0.0;0.0;0.0;;0.0;;;0.0;0.0;;0.0;;;;;0.0;0.0;0.0;;;;;;;;0.0;;;;;0.0;0.0;0.0;;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM-S727VL;373.09503;72.79254913330078;42.7958869934082;30.65789031982422;19.938186645507812;20.373058319091797;4.581516742706299;38.96476745605469;3.526580810546875;1.3209710121154785;22.207643508911133;11.425604820251465;0.0;8.447644233703613;5.914709091186523;8.494219779968262;;0.16356630623340607;;0.7012869119644165;1.1266982555389404;0.0;;6.263301849365234;1.0245652198791504;2.574449300765991;0.21608154475688934;0.0;;0.011677207425236702;;2.3922932147979736;18.471744537353516;0.2464928925037384;0.3612603545188904;1.465907096862793;;0.01776023954153061;3.5813393592834473;;;;0.0;0.2293727993965149;1.8031330108642578;3.4848742485046387;;0.0;0.0;0.0;0.0;8.063560485839844;;0.0;0.0;0.0696750283241272;;0.0;0.0;1.6706762313842773;1.04462468624115;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;0.0;;;0.0;;;0.2167598456144333;;0.34014180302619934;;;;;;;;;0.0;;;;;
SM-J200H;131.48587;0.975048840045929;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;;;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;;;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;;;0.0;;;;;;0.0;;;;;;;;0.0;;0.0;;;;;;;;;;;;;;;;;;;;;
GT-I9300;113.59611;3.8239989280700684;0.006342888809740543;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;;;;0.0;;;;0.0;0.0;;;;0.0;;;;;;;;;0.0;;;;;;0.0;;;;;;;
ASUS_Z00RD;32.078762;0.2038685381412506;6.398199081420898;0.001463273074477911;1.047668695449829;0.0;0.0;3.5310516357421875;0.0;0.0;0.0;0.0010805929778143764;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;;0.0;0.0;;0.0;0.0;;;;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0013243334833532572;;0.0;;;0.0;;0.0;0.0;0.0;;;0.0;0.0;;;0.0;0.0;;;;;0.0;;0.0;0.0;;0.0;0.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;
LG-M153;35.566467;0.1460948884487152;2.098015546798706;0.0;0.03180798143148422;0.0;0.0;0.0001761995954439044;0.0;0.0;0.0;0.0;0.0;0.00010846608347492293;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0013326131738722324;0.0;0.0;;;0.0;;0.0;;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;;;0.0;0.0;;0.0;;;;;;;0.0;;;0.0;;0.0;0.0;;;;;;;;0.0;;;;;0.0;;0.0;0.0;;;;;;;;;;;;;;;
SM-G950F;489.42194;166.43865966796875;62.58732986450195;44.07749557495117;16.537330627441406;27.1844539642334;33.70225143432617;80.97932434082031;36.1558723449707;16.765348434448242;5.061892032623291;28.592544555664062;4.043375015258789;23.499103546142578;1.1147282123565674;1.2458324432373047;0.6604017615318298;3.830446481704712;8.825032234191895;6.735284328460693;2.71059250831604;;0.0;3.165548086166382;5.712954044342041;;0.4549563527107239;4.596189022064209;0.0;29.249338150024414;0.0;8.681779861450195;3.0176172256469727;0.5111726522445679;0.0;12.559200286865234;0.09277814626693726;;5.6006927490234375;0.0;0.3222968280315399;0.09967774897813797;1.0152900218963623;0.0;2.094675302505493;;;2.710054874420166;0.0;0.0;0.3805772364139557;0.4577675759792328;0.0;0.010644686408340931;0.0;0.0;0.0;0.0;16.167823791503906;0.0;4.211599349975586;;0.0;0.0;0.0;0.0;5.164742946624756;0.0;0.0;0.0;;;;;0.0;;;0.0;;0.0;;;;;;;;0.0;0.0;;0.0;;;;;;;;;;;;;;;;;;;;
HTC 10;114.89395;0.5311712026596069;0.0;0.0;0.0;0.0;0.0;0.002611533971503377;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;;0.0;0.0;;0.0;;0.0;;;0.0;0.0;;;0.0;;0.0;;;0.0;0.0;0.0;;0.0;0.0;;0.0;;;0.0;0.0;0.0;0.0;;0.0;;;0.0;;0.0;;;;;;;0.0;;0.0;;0.0;;0.0;0.0;0.0;;0.0;0.0;;;;;;;;;;;;0.0;;;;;0.0;;;;;;;;;;;;;;;
SM-J250F;258.76642;20.249670028686523;20.20059585571289;11.065289497375488;2.5929276943206787;16.42851448059082;4.420810699462891;13.071521759033203;9.244524002075195;2.371938943862915;8.965725898742676;7.1997575759887695;2.0316379070281982;5.6000800132751465;0.008404364809393883;0.18649588525295258;1.103397250175476;0.9863390922546387;0.14897260069847107;0.1272512525320053;1.6394299268722534;;0.1630224734544754;1.6941642761230469;0.2693083882331848;2.501265048980713;0.014544891193509102;1.7905126810073853;0.13284437358379364;4.845799446105957;2.2138211727142334;0.0819099172949791;3.353470802307129;1.228440284729004;;0.25586631894111633;;0.33802279829978943;3.5885977745056152;0.275172621011734;0.042100582271814346;0.00407885666936636;0.17396852374076843;1.2079625129699707;0.3238058090209961;0.22412148118019104;0.6679479479789734;0.4234144985675812;0.6132347583770752;0.0;0.0;0.11435852199792862;0.009163426235318184;0.044568631798028946;0.0;;0.0;;0.0;7.953693866729736;0.45332270860671997;0.0;;;0.4215265214443207;0.1277768611907959;0.2869667410850525;0.0;;;;;;0.10516256093978882;;;;0.011292090639472008;;0.02207217551767826;;;;;;;;0.09608877450227737;0.017543787136673927;;;;;;0.0;;;;;;;;;;0.0;;;;;;
SM-J105B;126.51345;0.48904547095298767;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0023983176797628403;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;;0.0;;;0.0;0.0;;;;;0.0;;;;;;;;0.0;;0.0;;;;;;;;;;;;;;;;0.0;;;;;
SM-J700M;116.27912;0.12326213717460632;30.04863166809082;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;;;0.0;;;;;0.0;;;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;;;;;
SM-G920V;175.71841;39.8846435546875;29.19685935974121;17.351398468017578;4.114010334014893;14.041531562805176;5.976670265197754;19.65934944152832;6.811595439910889;0.576251208782196;3.6088385581970215;5.887846946716309;1.2005717754364014;4.823941230773926;1.7376810312271118;0.3298512101173401;0.1418602466583252;0.31214749813079834;0.7116203308105469;1.9560890197753906;0.668157160282135;0.1848839372396469;;1.1899970769882202;1.042281985282898;0.45261868834495544;0.06707898527383804;0.4413526952266693;0.2199399471282959;0.7882459163665771;0.11838466674089432;0.38774344325065613;0.08664936572313309;0.22627854347229004;1.2026861906051636;0.755536675453186;;0.3165588974952698;4.180638790130615;1.8449230194091797;0.0028411406092345715;0.10452161729335785;0.06820942461490631;0.22005827724933624;0.6777057647705078;0.9016939401626587;0.09602994471788406;0.0;0.5405807495117188;0.0;0.4672967791557312;1.8075621128082275;;1.1952805519104004;0.2859858274459839;0.0;0.0;0.0;0.2616947889328003;16.141183853149414;0.900772750377655;;0.2850835621356964;0.030228331685066223;0.0;0.0;0.010512024164199829;0.0;0.21182504296302795;5.160678863525391;0.0;;;0.09222953766584396;;;;1.335749864578247;;0.034948088228702545;;;;;;;;0.046200063079595566;0.01611427776515484;0.0;0.5950281023979187;0.0;;;0.0;;0.01216463278979063;;;;;;;;;;;;;;
LG-K430;111.151024;0.47760164737701416;10.721794128417969;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;;0.0;;0.0;0.0;0.0;;;;0.0;;0.0;;;;;;;0.0;0.0;;;;;0.0;;;;;;;;0.0;;;;;0.0;;;;;;;;;0.0;;;;;;;;;
Andromax A16C3H;33.16364;0.0;4.17540979385376;0.0;0.0;0.0;0.0;0.0005540169659070671;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.00011358918709447607;;;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;;0.0;;;;;0.0;0.0;0.0;;;;0.0;;0.0;0.0;0.0;;0.0;;;0.0;;0.0;0.0;;;0.0;;;;;;;;;;;;;0.0;;0.0;0.0;;;;;;;;;;;;;;;
SM-G900F;107.377975;1.0917845964431763;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.00919121690094471;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;;0.0;;;;0.0;;0.0;;0.0;0.0;0.0;;;;;0.0;;;;;;0.0;;;;;0.0;;;;;
LM-X210;76.703094;0.0;6.970705509185791;0.0;0.0;0.002402873942628503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0018659265479072928;0.0;0.0;0.0;0.0;;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;;0.0;;0.0;0.0;0.0;;;;0.0;;0.0;;;;;0.0;;0.0;;;0.0;0.0;0.0;0.0023272838443517685;;;;;;;;0.0;;;;;;0.0;0.0;0.0;;;;;;;;;;;;;;;
A75;42.8539;0.5220857858657837;9.49611759185791;5.632111549377441;0.711944043636322;0.5299658179283142;0.5894728302955627;0.0;0.585975170135498;0.3978973925113678;1.224016547203064;0.5668970346450806;0.18885672092437744;0.8789113163948059;0.0;0.20919914543628693;0.0;1.9078953266143799;0.0;0.0;;;0.0;0.0;0.0;;;0.0;0.0;;0.0;0.0;;;;0.0;;;;0.0;0.0;0.0;0.0;1.0116626024246216;0.2900788187980652;0.0;0.0;0.0;;;0.0;0.2200702577829361;0.0;0.0;;;;;0.0;0.0;0.0;;;;0.0;;;;0.0;;;;;0.0;;0.0;;;;0.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM-G532MT;564.4776;345.6492004394531;144.75709533691406;96.98942565917969;132.083984375;25.471519470214844;36.904144287109375;127.29132843017578;1.317882776260376;44.25008773803711;27.90154457092285;19.705774307250977;3.0051980018615723;16.75322914123535;0.41266337037086487;4.61451530456543;3.2167422771453857;11.896723747253418;21.26712989807129;10.684764862060547;3.0726988315582275;;0.0;15.619345664978027;4.842304229736328;;0.0;;8.655312538146973;2.4523887634277344;1.783589482307434;2.125309467315674;0.0568079836666584;9.395851135253906;2.026336669921875;17.30384063720703;0.3821961283683777;1.1368249654769897;9.116023063659668;;0.11111597716808319;0.0;0.02903437241911888;28.598180770874023;18.546287536621094;8.052513122558594;0.7789445519447327;0.0;0.0;0.0;0.5362076163291931;4.827957630157471;0.16177476942539215;0.026539603248238564;0.0;0.22618141770362854;1.174240231513977;0.1154479831457138;0.0;1.1790281534194946;4.657556056976318;0.0;0.0;0.0;15.734675407409668;0.0;;0.0;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SM-G930F;129.58463;1.0188734531402588;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;;0.0;;;;;0.0;;;0.0;;0.0;;;;;;;;0.0;0.0;;0.0;;;;;;;;;;;;;;;;;;;;
SM-G532G;389.4746;149.29090881347656;93.61160278320312;55.69610595703125;24.61834144592285;26.174036026000977;49.78913879394531;39.37984085083008;4.6040215492248535;4.122673988342285;10.28709888458252;13.166648864746094;0.5971110463142395;10.375249862670898;0.7006167769432068;0.4112870693206787;0.9535984396934509;1.9947142601013184;2.8091418743133545;6.536828994750977;2.45672869682312;0.0;2.3864266872406006;6.528033256530762;1.886871099472046;1.2728347778320312;1.9946433305740356;0.07917631417512894;0.9495932459831238;0.5748968720436096;1.3024890422821045;2.2834503650665283;0.7392029762268066;3.6016433238983154;1.760408639907837;0.5647180676460266;1.0736645460128784;;5.537369728088379;3.145521879196167;0.4762718379497528;0.07549753040075302;0.0;6.298455238342285;1.063106894493103;2.363334894180298;1.2067185640335083;0.0;0.5155543684959412;0.8371211886405945;0.6652814745903015;2.137908935546875;0.0;0.0;0.0;0.01723681017756462;0.006259559653699398;0.0;0.0;0.0;0.9408438205718994;0.0;0.0;0.0;0.0;0.0;0.0;0.0076841916888952255;;;;;;;;;;;;0.06284544616937637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A0001;123.48289;0.5737131237983704;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;0.0;;0.0;0.0;0.0;;;0.0;;;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;;;;;;;;;0.0;;0.0;;;;;;;;0.0;;;;;
SM-N910C;98.82907;0.05132506787776947;13.64342975616455;0.0;0.0;0.04120597615838051;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;0.0;;;;;0.0;;;;;;0.0;;0.0;0.0;0.0;;;;;;;;0.0;;;;;;;;;;;;;
A574BL;94.91979;0.4906204640865326;13.476298332214355;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;;0.0;;0.0;;;0.0;;0.0;0.0;0.0;0.0;;0.0;;;0.0;0.0;;0.0;;;0.0;;0.0;0.0;0.0;;;;0.0;;0.0;0.0;;0.0;;;;0.0;;0.0;0.0;0.0;;;;;;;;;;;;;;;;;0.0;0.0;;;;;;;;;0.0;;;;;;
LG-M250;326.4101;68.26480102539062;31.627246856689453;14.679553031921387;15.855612754821777;18.178871154785156;10.995596885681152;46.73464584350586;5.140156269073486;3.0996737480163574;15.870009422302246;11.846273422241211;1.3499983549118042;3.795717477798462;0.028606921434402466;1.8174556493759155;1.1942195892333984;0.7264449000358582;1.068661093711853;0.5042358636856079;;;0.0;1.998833417892456;0.258901983499527;;0.1815003901720047;;0.636473536491394;0.7941418886184692;0.07437888532876968;3.546431303024292;0.6809999346733093;;;3.900055408477783;;1.8571428060531616;;0.1965014785528183;0.0;0.03606318309903145;0.006442358251661062;1.828897476196289;1.0250943899154663;1.541133999824524;0.0330466665327549;0.025202274322509766;;;0.25704675912857056;1.5868672132492065;0.0;0.0;;;0.0;;0.0;1.0076384544372559;0.36097991466522217;;;;0.318388968706131;;;;;0.27106261253356934;;;;0.015401321463286877;0.03731561452150345;;;0.0;;3.6148860454559326;;;;;;;;0.04098435863852501;;;0.0;;;;;0.0;;;;;;;;;;;;;;;
SM-G532M;363.3651;102.96722412109375;67.23888397216797;40.21782684326172;20.76732635498047;20.446378707885742;17.964433670043945;26.850954055786133;6.088286399841309;0.27723392844200134;13.070250511169434;15.946709632873535;2.1331400871276855;11.890157699584961;0.30059710144996643;1.5325639247894287;3.73498797416687;1.207714319229126;0.9534509778022766;8.276985168457031;1.5463130474090576;0.0;0.0;1.8949791193008423;0.5004830360412598;0.21790041029453278;0.21680200099945068;0.045343417674303055;1.4807112216949463;1.1750215291976929;0.6915039420127869;0.4867253303527832;3.696859359741211;1.2065858840942383;0.7564143538475037;1.35997474193573;0.29151585698127747;0.42515844106674194;0.923573911190033;;0.0;0.28710681200027466;0.0;0.8147955536842346;0.9909051060676575;3.630018472671509;0.6672905087471008;0.05737920477986336;5.898224830627441;1.530792236328125;0.14343470335006714;1.039167046546936;0.0;0.20754531025886536;0.0;0.025962695479393005;0.0;0.0;0.0;18.439353942871094;0.9253455996513367;0.0;0.12283433973789215;0.0;1.2352720499038696;0.0;0.0;0.2130173295736313;;;;;;;;;;;;1.5189322233200073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
